CUST_NO,XCOORD,YCOORD,DEMAND,READY_TIME,DUE_DATE,SERVICE_TIME
71,95.0,30.0,30.0,2119.0,2682.0,90.0
72,95.0,35.0,20.0,2192.0,2419.0,90.0
73,53.0,30.0,10.0,131.0,644.0,90.0
74,92.0,30.0,10.0,2169.0,2818.0,90.0
75,53.0,35.0,50.0,87.0,498.0,90.0
76,45.0,65.0,20.0,49.0,346.0,90.0
77,90.0,35.0,10.0,2106.0,2315.0,90.0
78,72.0,45.0,10.0,2701.0,3258.0,90.0
79,78.0,40.0,20.0,2599.0,3164.0,90.0
80,87.0,30.0,10.0,2505.0,2870.0,90.0
81,85.0,25.0,10.0,2369.0,2816.0,90.0
82,85.0,35.0,30.0,2563.0,3002.0,90.0
83,75.0,55.0,20.0,1894.0,2115.0,90.0
84,72.0,55.0,10.0,1751.0,2072.0,90.0
85,70.0,58.0,20.0,1617.0,1824.0,90.0
86,86.0,46.0,30.0,1969.0,2248.0,90.0
87,66.0,55.0,10.0,1710.0,1921.0,90.0
88,64.0,46.0,20.0,2976.0,3275.0,90.0
89,65.0,60.0,30.0,1482.0,1769.0,90.0
90,56.0,64.0,10.0,1275.0,1594.0,90.0
91,60.0,55.0,10.0,2789.0,3279.0,90.0
92,60.0,60.0,10.0,1440.0,1621.0,90.0
93,67.0,85.0,20.0,646.0,901.0,90.0
94,42.0,58.0,40.0,8.0,258.0,90.0
95,65.0,82.0,10.0,708.0,1027.0,90.0
96,62.0,80.0,30.0,852.0,1069.0,90.0
97,62.0,40.0,10.0,2713.0,3275.0,90.0
98,60.0,85.0,30.0,537.0,816.0,90.0
99,58.0,75.0,20.0,948.0,1167.0,90.0
100,55.0,80.0,10.0,379.0,594.0,90.0
101,55.0,85.0,20.0,477.0,686.0,90.0
