CUST_NO,XCOORD,YCOORD,DEMAND,READY_TIME,DUE_DATE,SERVICE_TIME
43,33.0,32.0,20.0,2529.0,2962.0,90.0
44,33.0,35.0,10.0,2463.0,2842.0,90.0
45,32.0,20.0,10.0,1745.0,2240.0,90.0
46,30.0,30.0,10.0,1932.0,2437.0,90.0
47,34.0,25.0,30.0,1884.0,2293.0,90.0
48,30.0,35.0,10.0,2348.0,2771.0,90.0
49,36.0,40.0,10.0,2715.0,3156.0,90.0
50,48.0,20.0,10.0,812.0,1281.0,90.0
51,26.0,32.0,10.0,2018.0,2725.0,90.0
52,25.0,30.0,10.0,2015.0,2544.0,90.0
53,25.0,35.0,10.0,2201.0,2728.0,90.0
54,44.0,5.0,20.0,1078.0,1593.0,90.0
55,42.0,10.0,40.0,998.0,1481.0,90.0
56,42.0,15.0,10.0,897.0,1392.0,90.0
57,40.0,5.0,30.0,1199.0,1660.0,90.0
58,38.0,15.0,40.0,1552.0,2057.0,90.0
59,38.0,5.0,30.0,1263.0,1780.0,90.0
60,38.0,10.0,10.0,1498.0,1921.0,90.0
61,35.0,5.0,20.0,1325.0,1904.0,90.0
62,50.0,30.0,10.0,223.0,738.0,90.0
63,50.0,35.0,20.0,18.0,474.0,90.0
64,50.0,40.0,50.0,14.0,360.0,90.0
65,48.0,30.0,10.0,246.0,899.0,90.0
66,44.0,25.0,10.0,704.0,1197.0,90.0
67,47.0,35.0,10.0,393.0,942.0,90.0
68,47.0,40.0,10.0,12.0,424.0,90.0
69,42.0,30.0,10.0,641.0,1070.0,90.0
70,45.0,35.0,10.0,534.0,985.0,90.0
71,95.0,30.0,30.0,2119.0,2682.0,90.0
72,95.0,35.0,20.0,2079.0,2532.0,90.0
73,53.0,30.0,10.0,131.0,644.0,90.0
74,92.0,30.0,10.0,2169.0,2818.0,90.0
75,53.0,35.0,50.0,87.0,498.0,90.0
76,45.0,65.0,20.0,15.0,607.0,90.0
77,90.0,35.0,10.0,2002.0,2419.0,90.0
78,72.0,45.0,10.0,2701.0,3258.0,90.0
79,78.0,40.0,20.0,2599.0,3164.0,90.0
80,87.0,30.0,10.0,2505.0,2870.0,90.0
81,85.0,25.0,10.0,2369.0,2816.0,90.0
82,85.0,35.0,30.0,2563.0,3002.0,90.0
83,75.0,55.0,20.0,1783.0,2226.0,90.0
84,72.0,55.0,10.0,1591.0,2232.0,90.0
85,70.0,58.0,20.0,1513.0,1928.0,90.0
86,86.0,46.0,30.0,1829.0,2388.0,90.0
87,66.0,55.0,10.0,1604.0,2027.0,90.0
88,64.0,46.0,20.0,2976.0,3275.0,90.0
89,65.0,60.0,30.0,1338.0,1913.0,90.0
90,56.0,64.0,10.0,1116.0,1753.0,90.0
91,60.0,55.0,10.0,2789.0,3279.0,90.0
92,60.0,60.0,10.0,1349.0,1712.0,90.0
93,67.0,85.0,20.0,518.0,1029.0,90.0
94,42.0,58.0,40.0,8.0,509.0,90.0
95,65.0,82.0,10.0,549.0,1186.0,90.0
96,62.0,80.0,30.0,744.0,1177.0,90.0
97,62.0,40.0,10.0,2713.0,3275.0,90.0
98,60.0,85.0,30.0,397.0,956.0,90.0
99,58.0,75.0,20.0,839.0,1276.0,90.0
100,55.0,80.0,10.0,272.0,701.0,90.0
101,55.0,85.0,20.0,373.0,790.0,90.0
